BERNAL	873	39693	1089	29418
NAVA	874	39670	1212	26463
AYERS	875	39623	812	38836
EVERETT	876	39593	816	38702
VENTURA	877	39580	1196	26769
AVERY	878	39564	840	37440
PUGH	879	39559	817	38691
MAYER	880	39555	803	39111
BENDER	881	39551	821	38464
SHEPARD	882	39430	815	38705
MCMAHON	883	39411	819	38557
LANDRY	884	39391	828	37961
CASE	885	39319	813	38759
SAMPSON	886	39277	844	37234
MOSES	887	39216	858	36814
MAGANA	888	39105	1166	27571
BLACKBURN	889	39097	826	38137
DUNLAP	890	39063	820	38516
GOULD	891	38924	836	37660
DUFFY	892	38835	827	37962
VAUGHAN	893	38830	837	37591
HERRING	894	38733	841	37353
MCKAY	895	38681	853	36948
ESPINOSA	896	38667	1047	30538
RIVERS	897	38662	879	35980
FARLEY	898	38528	849	37116
BERNARD	899	38512	864	36546
ASHLEY	900	38499	852	37021
FRIEDMAN	901	38374	857	36833
POTTS	902	38277	832	37687
TRUONG	903	38267	1157	27808
COSTA	904	38265	900	35227
CORREA	905	38232	1109	28910
BLEVINS	906	38229	856	36841
NIXON	907	38147	877	36037
CLEMENTS	908	38044	843	37237
FRY	909	38029	838	37542
DELAROSA	910	37932	1137	28134
BEST	911	37923	855	36862
BENTON	912	37912	851	37032
LUGO	913	37903	1092	29328
PORTILLO	914	37890	1353	24008
DOUGHERTY	915	37884	829	37903
CRANE	916	37870	848	37123
HALEY	917	37858	869	36433
PHAN	918	37836	1193	26903
VILLALOBOS	919	37754	1188	27107
BLANCHARD	920	37695	860	36764
HORNE	921	37689	873	36288
FINLEY	922	37672	854	36874
QUINTANA	923	37657	1073	29755
LYNN	924	37644	847	37125
ESQUIVEL	925	37578	1220	26301
BEAN	926	37571	846	37145
DODSON	927	37566	842	37298
MULLEN	928	37502	867	36442
XIONG	929	37499	1219	26336
HAYDEN	930	37451	878	36024
CANO	931	37368	1185	27179
LEVY	932	37228	892	35464
HUBER	933	37170	861	36729
RICHMOND	934	37053	882	35715
MOYER	935	37050	871	36421
LIM	936	37021	1170	27433
FRYE	937	36973	862	36716
SHEPPARD	938	36960	889	35554
MCCARTY	939	36944	881	35718
AVALOS	940	36922	1246	25875
BOOKER	941	36840	902	35101
WALLER	942	36805	904	35001
PARRA	943	36765	1203	26654
WOODWARD	944	36764	875	36242
JARAMILLO	945	36755	1144	28024
KRUEGER	946	36743	863	36694
RASMUSSEN	947	36636	893	35453
BRANDT	948	36613	885	35616
PERALTA	949	36585	1305	24713
DONALDSON	950	36558	897	35387
STUART	951	36540	883	35701
FAULKNER	952	36466	896	35389
MAYNARD	953	36460	884	35648
GALINDO	954	36429	1199	26730
COFFEY	955	36423	894	35442
ESTES	956	36318	880	35839
SANFORD	957	36312	888	35565
BURCH	958	36269	891	35521
MADDOX	959	36250	906	34970
VO	960	36236	1296	24956
OCONNELL	961	36194	886	35610
VU	962	36179	1247	25828
ANDERSEN	963	36150	954	33508
SPENCE	964	36129	928	34435
MCPHERSON	965	36125	913	34763
CHURCH	966	36072	890	35539
SCHMITT	967	36043	898	35326
STANTON	968	35997	909	34812
LEAL	969	35958	1133	28248
CHERRY	970	35877	922	34615
COMPTON	971	35830	910	34788
DUDLEY	972	35781	912	34770
SIERRA	973	35770	1227	26181
POLLARD	974	35749	937	34079
ALFARO	975	35725	1346	24108
HESTER	976	35642	919	34675
PROCTOR	977	35636	918	34682
LU	978	35628	1424	22977
HINTON	979	35606	962	33209
NOVAK	980	35461	899	35282
GOOD	981	35446	929	34430
MADDEN	982	35438	926	34472
MCCANN	983	35408	916	34692
TERRELL	983	35408	946	33914
JARVIS	985	35350	939	34050
DICKSON	986	35312	915	34698
REYNA	987	35291	1181	27215
CANTRELL	988	35266	920	34674
MAYO	989	35228	965	33126
BRANCH	990	35225	967	33040
HENDRIX	991	35194	941	34032
ROLLINS	992	35132	949	33797
ROWLAND	993	35121	925	34498
WHITNEY	994	35118	934	34251
DUKE	995	35053	952	33745
ODOM	996	35020	953	33717
DAUGHERTY	997	34987	921	34650
TRAVIS	998	34985	960	33339
TANG	999	34961	1269	25446
ARCHER	1000	34949	958	
